Time (s), Cell Name, Value
2.26997314453125, C000, 6.988234
2.369896240234375, C000, 7.62669
59.2262431640625, C000, 5.796903
59.32616625976563, C000, 7.224276
59.42609008789063, C000, 6.092273
64.2224072265625, C000, 4.016967
64.322330078125, C000, 4.353569
64.42225415039063, C000, 4.308984
124.47614624023437, C000, 4.879746
124.57606909179688, C000, 6.429951
124.67599194335938, C000, 5.668003
124.87583911132812, C000, 4.002916
171.54001123046876, C000, 6.086356
171.63993408203126, C000, 4.506022
171.73985717773436, C000, 7.259531
182.43164794921876, C000, 4.788553
213.40786499023437, C000, 6.21472
213.5077890625, C000, 7.335757
213.60771215820313, C000, 5.535812
218.50395336914062, C000, 5.065887
218.6038762207031, C000, 7.587919
218.70379907226564, C000, 8.033745
218.80372314453126, C000, 3.946512
261.970580078125, C000, 4.785672
262.0705029296875, C000, 6.547796
262.1704270019531, C000, 6.965089
303.73851123046876, C000, 4.465206
303.83843530273435, C000, 8.475409
303.93835815429685, C000, 5.222644
304.03828125, C000, 4.183317
310.13360131835935, C000, 8.887148
310.2335251464844, C000, 5.617371
311.632451171875, C000, 5.97355
312.63168310546877, C000, 7.483985
312.73160717773436, C000, 6.883074
325.0221701660156, C000, 4.343819
387.8739140625, C000, 3.993005
388.4734541015625, C000, 4.754447
406.35972119140627, C000, 4.597581
406.45964404296876, C000, 7.650588
406.6594912109375, C000, 5.625771
464.2153000488281, C000, 7.621291
464.31522412109376, C000, 8.688259
517.374486328125, C000, 5.712167
517.4744091796875, C000, 7.755486
517.57433203125, C000, 4.484568
519.5727980957031, C000, 4.51916
622.6936240234375, C000, 4.139574
622.8934699707031, C000, 9.427576
676.6521953125, C000, 3.968948
676.752119140625, C000, 8.091402
676.8520422363281, C000, 5.820865
676.9519650878906, C000, 5.128498
682.5476691894531, C000, 4.686428
700.9335532226562, C000, 4.756361
731.7099230957032, C000, 7.393556
731.8098461914062, C000, 4.516026
731.9097700195313, C000, 7.545382
737.8052431640625, C000, 4.382624
792.563201171875, C000, 5.85702
792.6631240234375, C000, 5.023157
792.7630480957031, C000, 5.8182
807.8514631347656, C000, 7.26044
807.9513862304688, C000, 6.667505
808.0513100585938, C000, 6.696946
811.3487780761719, C000, 3.89802
837.0290610351562, C000, 8.031376
837.1289841308594, C000, 4.904096
838.1282172851562, C000, 4.409627
853.8161721191407, C000, 4.294608
853.9160961914063, C000, 6.14461
867.6055852050781, C000, 4.420956
