Time (s), Cell Name, Value
1.88111181640625, C000, 3.966716
18.668147705078123, C000, 4.641049
29.459812744140624, C000, 6.436746
29.659658935546876, C000, 5.966749
31.458269775390626, C000, 6.69998
31.55819287109375, C000, 10.37039
31.65811572265625, C000, 8.996099
31.758037841796874, C000, 10.44817
31.8579609375, C000, 7.51368
31.9578837890625, C000, 5.590912
41.65039892578125, C000, 4.577312
41.85024389648437, C000, 7.592048
41.9501669921875, C000, 3.912186
44.048546875, C000, 4.096399
50.44360766601562, C000, 5.391175
50.54353100585938, C000, 5.554582
50.643453857421875, C000, 5.805729
50.743375732421875, C000, 3.969596
63.033884765625, C000, 3.904944
63.133806884765626, C000, 7.419948
63.23372973632812, C000, 7.931514
63.33365283203125, C000, 8.775953
63.433575927734374, C000, 5.942513
71.42740283203125, C000, 5.724568
71.52732495117188, C000, 7.891109
71.62724780273437, C000, 4.471519
71.7271708984375, C000, 7.466677
71.82709375, C000, 7.636379
74.12531884765625, C000, 3.877462
88.0145927734375, C000, 7.033746
88.11451489257813, C000, 7.049582
88.21443798828125, C000, 5.248857
102.20363500976562, C000, 5.798282
102.30355688476563, C000, 6.917745
102.40347973632812, C000, 5.388289
126.28503686523437, C000, 4.339943
126.3849599609375, C000, 6.055241
126.4848828125, C000, 7.001736
126.5848046875, C000, 5.410177
140.6739248046875, C000, 7.213874
140.77384790039062, C000, 6.528215
140.87377001953126, C000, 5.413813
158.46018872070312, C000, 6.059361
173.94822778320312, C000, 4.495202
174.04814990234374, C000, 4.370303
180.94282568359375, C000, 5.345534
181.0427490234375, C000, 5.57969
181.1426708984375, C000, 5.794972
181.24259375, C000, 6.649687
183.04120483398438, C000, 4.246075
203.82515380859374, C000, 4.897586
203.92507690429687, C000, 4.545672
204.02499975585937, C000, 7.026168
204.1249228515625, C000, 9.084007
204.22484594726564, C000, 6.669241
204.3247678222656, C000, 6.857988
220.61218969726562, C000, 4.130065
220.8120358886719, C000, 5.015607
220.9119580078125, C000, 6.394658
221.011880859375, C000, 5.281578
221.91118701171874, C000, 5.53651
222.01110986328126, C000, 4.6406
222.21095483398437, C000, 8.833679
222.31087768554687, C000, 7.118586
222.81049169921874, C000, 4.332504
244.19397778320314, C000, 4.044036
268.1754580078125, C000, 5.246295
268.2753798828125, C000, 4.176209
292.7564736328125, C000, 6.270123
292.8563969726562, C000, 4.0437
292.9563198242187, C000, 6.022975
333.2252209472656, C000, 5.827132
333.32514379882815, C000, 5.710956
333.42506689453126, C000, 7.51388
342.7178896484375, C000, 4.556396
342.8178129882813, C000, 4.038778
356.90693188476564, C000, 7.79472
357.00685473632814, C000, 5.876909
357.10677783203124, C000, 9.607243
410.9651838378906, C000, 6.028036
411.06510693359377, C000, 6.959487
411.1650288085938, C000, 7.326469
467.7213518066406, C000, 8.589462
467.82127490234376, C000, 8.742835
467.92119775390626, C000, 5.856047
502.4944968261719, C000, 6.350795
502.594419921875, C000, 4.189893
502.6943427734375, C000, 5.402833
502.79426586914065, C000, 5.674393
503.5936489257812, C000, 5.946838
508.6897126464844, C000, 4.89471
508.7896359863281, C000, 6.733672
508.8895588378906, C000, 7.356197
521.1800668945313, C000, 4.187136
521.2799899902344, C000, 7.632314
541.4644018554687, C000, 6.337481
541.6642468261718, C000, 6.58225
566.5450317382813, C000, 6.254588
566.6449548339843, C000, 8.557816
566.7448776855468, C000, 7.292591
566.8448010253907, C000, 7.477072
566.9447238769532, C000, 5.394501
571.9408647460938, C000, 4.303698
583.0323000488281, C000, 6.922472
583.1322219238281, C000, 8.939852
583.2321447753907, C000, 10.0525
583.3320678710937, C000, 5.629082
631.2950268554688, C000, 5.728325
631.3949499511718, C000, 10.91235
663.1704099121093, C000, 5.900877
663.2703327636718, C000, 7.557974
663.370255859375, C000, 7.536549
672.0635417480469, C000, 4.762019
672.16346484375, C000, 4.0747
672.3633107910156, C000, 9.522016
672.4632338867187, C000, 7.706776
711.932751953125, C000, 7.377684
712.0326748046875, C000, 4.99412
712.1325979003906, C000, 6.041415
738.7120708007812, C000, 5.385424
738.8119938964844, C000, 7.711517
744.5075947265625, C000, 9.353483
744.6075178222657, C000, 7.55407
744.7074409179687, C000, 5.21907
744.8073640136719, C000, 8.99931
745.8065920410156, C000, 7.201036
