Time (s), Cell Name, Value
3.667600830078125, C000, 6.11552
3.767523681640625, C000, 6.023035
30.846643798828126, C000, 7.496795
30.946566650390626, C000, 6.03201
59.12483862304688, C000, 5.804221
59.22476171875, C000, 5.299546
107.78731567382812, C000, 4.451681
107.88723876953125, C000, 6.525779
153.9517197265625, C000, 8.6703
154.05164282226562, C000, 6.428055
174.43592456054688, C000, 7.640162
174.53584790039062, C000, 6.203274
174.63577075195312, C000, 6.648878
175.23530786132812, C000, 4.258861
175.33523071289062, C000, 14.54492
175.43515356445312, C000, 7.371899
175.53507666015625, C000, 13.24257
175.63499975585938, C000, 9.997063
175.7349228515625, C000, 6.973957
175.834845703125, C000, 7.957539
175.93476879882812, C000, 16.32769
189.4243669433594, C000, 5.826677
189.52428979492188, C000, 8.453431
189.62421264648438, C000, 6.051067
189.7241357421875, C000, 6.128048
189.82405859375, C000, 7.170807
205.21219360351563, C000, 6.581491
205.31211572265624, C000, 6.051388
205.41203881835938, C000, 12.00542
205.5119619140625, C000, 4.281073
205.611884765625, C000, 6.467264
216.60340966796875, C000, 7.738886
216.70333276367188, C000, 5.144891
217.1030246582031, C000, 12.78829
217.20294775390624, C000, 9.7181
217.40279370117187, C000, 7.409756
219.80094384765624, C000, 9.261217
219.90086669921874, C000, 12.55286
220.00078979492187, C000, 9.105373
220.10071264648437, C000, 11.40943
220.2006357421875, C000, 5.021832
222.39894067382812, C000, 4.772945
268.26357568359373, C000, 4.764552
268.3634987792969, C000, 7.55551
268.4634216308594, C000, 5.180156
300.3388427734375, C000, 7.077497
300.53868872070314, C000, 11.15821
315.22736279296873, C000, 5.841633
315.32728564453123, C000, 6.940628
315.4272087402344, C000, 6.248575
318.62474267578125, C000, 5.535886
318.72466577148435, C000, 7.46934
318.82458862304685, C000, 12.05696
325.91911791992186, C000, 6.705241
326.01904077148436, C000, 9.776082
326.11896362304685, C000, 6.305548
342.3064816894531, C000, 4.835316
342.4064045410156, C000, 10.60218
342.5063278808594, C000, 10.62386
347.2027067871094, C000, 7.101883
347.3026298828125, C000, 9.807878
347.402552734375, C000, 12.59043
352.7983918457031, C000, 9.185011
352.8983146972656, C000, 7.798699
