Time (s), Cell Name, Value
17.4346884765625, C000, 4.646024
17.534611572265625, C000, 5.78032
41.21628662109375, C000, 5.11316
41.31620849609375, C000, 6.017945
75.489765625, C000, 5.322833
75.5896875, C000, 5.126509
117.0576005859375, C000, 3.962978
140.43950756835937, C000, 5.003929
140.53942944335938, C000, 9.42882
162.52241967773438, C000, 3.86062
164.02125952148438, C000, 5.707901
193.59837255859375, C000, 4.449578
194.89736767578125, C000, 5.959872
195.09721240234376, C000, 5.18415
195.19713549804686, C000, 5.211321
214.68205834960938, C000, 6.009462
214.78198046875, C000, 7.142061
214.88190356445313, C000, 8.319461
214.98182641601562, C000, 5.967184
252.1530634765625, C000, 4.919648
252.35290844726563, C000, 4.978538
375.957263671875, C000, 5.278473
541.0295305175781, C000, 3.814684
541.5291435546875, C000, 3.754624
541.6290666503907, C000, 7.872348
544.7266694335938, C000, 4.291585
548.1240405273437, C000, 3.963606
548.2239636230469, C000, 6.714337
548.3238854980468, C000, 9.579206
548.4238083496094, C000, 7.022875
548.5237316894531, C000, 7.918028
548.6236535644531, C000, 5.538649
559.8149934082031, C000, 5.254991
563.4122106933594, C000, 7.026628
563.5121335449219, C000, 7.113508
563.6120554199218, C000, 8.18073
563.711978515625, C000, 8.440117
563.8119013671875, C000, 6.413631
563.9118234863281, C000, 5.864349
564.0117465820313, C000, 4.04866
567.4091176757812, C000, 5.849199
567.5090405273437, C000, 8.62079
567.6089624023438, C000, 10.76905
567.7088854980469, C000, 5.825073
567.8088083496094, C000, 5.487391
567.9087316894531, C000, 7.351746
568.0086535644531, C000, 4.191395
598.2852255859375, C000, 8.069771
598.3851484375, C000, 6.45343
598.4850715332032, C000, 5.991037
634.6570815429687, C000, 4.358274
636.9553024902344, C000, 4.176967
637.0552255859375, C000, 7.144791
637.1551486816406, C000, 5.48241
637.2550705566406, C000, 6.943617
637.3549934082031, C000, 8.075827
637.4549165039062, C000, 3.952349
728.1847094726562, C000, 5.649821
737.3775954589844, C000, 4.725671
742.8733435058593, C000, 3.882113
790.3366164550781, C000, 4.491442
790.4365385742187, C000, 6.016479
790.5364614257812, C000, 4.597811
828.9067705078126, C000, 3.874446
829.0066936035156, C000, 4.273946
836.2011264648437, C000, 5.842532
836.3010483398438, C000, 4.658382
861.2817185058594, C000, 5.788333
861.3816416015625, C000, 7.508311
861.481564453125, C000, 4.996807
898.4529555664062, C000, 6.438011
906.1470017089844, C000, 6.405216
963.902310546875, C000, 6.477427
964.0022336425782, C000, 5.010457
981.9883154296875, C000, 5.270355
982.0882385253906, C000, 5.550591
982.1881613769531, C000, 4.522154
991.3810476074219, C000, 8.38398
1022.5569235839844, C000, 5.213956
1022.6568464355469, C000, 6.955957
1022.75676953125, C000, 5.764417
1037.9450166015624, C000, 5.136368
1060.5275424804688, C000, 5.364326
1073.1177993164063, C000, 3.996916
1097.7987014160155, C000, 7.101914
1097.8986245117187, C000, 6.690002
1157.8522326660157, C000, 4.063714
1199.0203764648438, C000, 5.545237
1199.1202985839843, C000, 6.624423
1210.1117934570314, C000, 4.42077
1210.2117165527343, C000, 5.176743
1284.9538803710936, C000, 4.748945
1306.9368703613281, C000, 5.173449
1307.036793701172, C000, 3.870988
1321.0259685058593, C000, 6.593445
1404.0617155761718, C000, 4.416979
1414.4536735839845, C000, 6.384234
1423.646560546875, C000, 5.673525
1423.9463286132811, C000, 4.401463
1424.0462504882812, C000, 9.141249
1424.1461735839844, C000, 7.44986
1424.2460964355469, C000, 4.3377
1434.5381325683593, C000, 5.356943
1442.132256591797, C000, 3.986555
1513.077358642578, C000, 4.838435
1513.1772814941405, C000, 4.812638
1513.8767404785156, C000, 3.880235
1513.9766625976563, C000, 11.37374
1514.0765854492188, C000, 4.282263
1542.8543176269532, C000, 4.524227
1542.9542395019532, C000, 5.903316
1647.7731306152343, C000, 4.181809
1647.8730534667968, C000, 4.87995
1647.9729765625, C000, 6.769478
1648.0728984375, C000, 8.488021
1665.4594455566407, C000, 4.477039
1665.5593674316406, C000, 4.913064
1665.6592905273437, C000, 8.797898
1705.428517578125, C000, 5.815222
1804.451892578125, C000, 4.2549
1804.5518154296874, C000, 7.87065
1827.2342634277343, C000, 7.744626
1854.3133095703124, C000, 5.0478
1876.0964545898437, C000, 6.119187
