Time (s), Cell Name, Value
35.47025634765625, C000, 5.462491
35.77002197265625, C000, 5.228688
35.8699443359375, C000, 12.0786
35.9698662109375, C000, 12.53018
36.0697880859375, C000, 9.985447
93.22517211914062, C000, 9.558705
93.32509423828125, C000, 12.66479
93.42501611328125, C000, 11.3357
93.52493798828125, C000, 13.2774
93.62486010742188, C000, 13.28555
93.7247822265625, C000, 12.07448
183.25489428710938, C000, 8.919509
183.3548161621094, C000, 8.113089
183.45473803710937, C000, 9.600204
197.04413012695312, C000, 9.911469
197.14405224609374, C000, 12.96971
197.24397412109374, C000, 9.438656
197.34389599609375, C000, 11.2968
197.443818359375, C000, 12.7364
197.543740234375, C000, 11.13704
197.643662109375, C000, 13.66698
197.743583984375, C000, 17.07649
197.84350610351564, C000, 15.56236
197.94342822265625, C000, 7.108292
238.01215014648437, C000, 9.487848
238.11207202148438, C000, 6.595667
238.211994140625, C000, 8.23097
238.311916015625, C000, 8.643232
265.99031005859376, C000, 9.743078
266.09023193359377, C000, 14.54441
266.190154296875, C000, 8.896379
266.290076171875, C000, 15.17829
266.389998046875, C000, 11.35801
266.4899201660156, C000, 12.70766
266.58984228515624, C000, 16.05218
266.68976416015624, C000, 16.19122
266.78968603515625, C000, 14.82719
266.88960815429687, C000, 8.787979
304.95989013671874, C000, 5.065277
308.45716015625, C000, 8.646795
308.55708203125, C000, 12.67557
308.6570041503906, C000, 12.3111
308.7569262695313, C000, 12.45138
308.8568481445312, C000, 14.06132
308.95677001953123, C000, 13.63876
309.05669213867185, C000, 14.35264
348.0262722167969, C000, 8.808517
348.1261940917969, C000, 8.140575
348.2261162109375, C000, 11.3496
348.3260380859375, C000, 9.278389
351.3236982421875, C000, 10.25519
351.4236201171875, C000, 19.49867
351.5235419921875, C000, 16.68465
351.62346411132813, C000, 17.36768
351.72338623046875, C000, 10.64766
351.82330810546875, C000, 17.19606
351.92322998046876, C000, 21.39925
352.0231520996094, C000, 15.69807
366.01223217773435, C000, 10.80976
366.11215405273435, C000, 10.68937
366.212076171875, C000, 11.42151
366.311998046875, C000, 11.6096
366.41192016601565, C000, 11.07836
366.51184228515626, C000, 5.803856
400.38540014648436, C000, 5.026208
400.485322265625, C000, 12.39524
400.585244140625, C000, 13.4753
400.685166015625, C000, 13.32096
400.7850881347656, C000, 15.20375
400.8850102539063, C000, 14.36472
400.9849321289062, C000, 15.14098
439.2550581054688, C000, 7.757191
439.3549802246094, C000, 6.750968
439.55482397460935, C000, 6.346381
439.65474609375, C000, 14.99272
455.3425, C000, 11.06987
455.44242211914064, C000, 12.85036
455.54234423828126, C000, 13.15622
455.64226611328127, C000, 10.50498
455.7421882324219, C000, 7.868843
455.9420319824219, C000, 15.88017
456.0419541015625, C000, 16.91438
456.1418762207031, C000, 17.25658
456.24179809570313, C000, 17.90873
456.34171997070314, C000, 16.03674
463.7359482421875, C000, 14.11419
463.8358701171875, C000, 13.45165
463.9357922363281, C000, 13.75807
464.0357141113281, C000, 14.79617
464.1356362304688, C000, 13.00953
464.2355581054687, C000, 14.73546
464.3354802246094, C000, 8.576729
488.016994140625, C000, 6.148197
488.116916015625, C000, 11.03102
488.2168381347656, C000, 11.79469
488.31676025390624, C000, 10.7112
488.41668212890625, C000, 11.2281
488.51660400390625, C000, 12.68543
488.61652612304687, C000, 11.68835
488.7164482421875, C000, 14.50412
488.8163701171875, C000, 17.72756
488.9162919921875, C000, 12.40841
507.6017062988281, C000, 11.12625
507.7016281738281, C000, 10.51741
507.8015500488281, C000, 11.27783
507.90147216796873, C000, 11.70499
508.00139428710935, C000, 12.45577
508.10131616210936, C000, 13.8983
508.20123803710936, C000, 13.49872
508.30116015625, C000, 13.82548
